source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
Khmer24,Credit Analyst,Sathapana Bank,Remote,Full-time,Banking & Finance,436.0,5155.0,2795.5,4719.0,USD,0,master,risk management; customer service; sql; credit analysis; english,"We are looking for a talented Credit Analyst to join our team at Sathapana Bank. The candidate will be responsible for contributing to our banking & finance operations in Remote. Required skills include: risk management, customer service, sql. No experience required — training provided. Education: Master degree or equivalent preferred."
BongThom,Database Administrator,Smartaxiom,Remote,Freelance,Technology & It,437.0,6001.0,3219.0,5564.0,USD,0,bachelor,react; docker; php; python,"We are looking for a talented Database Administrator to join our team at SmartAxiom. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: react, docker, php. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Cybersecurity Analyst,Cellcard,Phnom Penh,Full-time,Technology & It,827.0,7910.0,4368.5,7083.0,USD,4,bachelor,git; javascript,"We are looking for a talented Cybersecurity Analyst to join our team at Cellcard. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: git, javascript. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Machine Operator,Green Rich,Phnom Penh,Full-time,Manufacturing,,,,,,4,high school,physical fitness; report writing; khmer,"We are looking for a talented Machine Operator to join our team at Green Rich. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: physical fitness, report writing, khmer. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Mobile App Developer,Mango Tango,Remote,Full-time,Technology & It,,,,,,0,bachelor,git; node.js; mysql,"We are looking for a talented Mobile App Developer to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: git, node.js, mysql. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Copywriter,Mango Media,Phnom Penh,Full-time,Media & Marketing,399.0,3379.0,1889.0,2980.0,USD,4,bachelor,canva; video editing; seo; english; photoshop; facebook ads; illustrator; analytics,"We are looking for a talented Copywriter to join our team at Mango Media. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: canva, video editing, seo. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,English Teacher,Ace Cambodia,Battambang,Contract,Education & Training,239.51,2700.73,1470.12,2461.2200000000003,USD,1,bachelor,patience; ms office; lesson planning; e-learning; khmer; classroom management; curriculum design; reporting,"We are looking for a talented English Teacher to join our team at ACE Cambodia. The candidate will be responsible for contributing to our education & training operations in Battambang. Required skills include: patience, ms office, lesson planning. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Crop Specialist,Mekong Agriculture,Phnom Penh,Full-time,Agriculture & Farming,149.0,1504.0,826.5,1355.0,USD,0,bachelor,physical fitness; irrigation; agribusiness; crop management; khmer,"We are looking for a talented Crop Specialist to join our team at Mekong Agriculture. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: physical fitness, irrigation, agribusiness. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Financial Analyst,Canadia Bank,Sihanoukville,Full-time,Banking & Finance,434.0,4407.0,2420.5,3973.0,USD,1,bachelor,excel; risk management; credit analysis; financial modeling; loan processing; khmer,"We are looking for a talented Financial Analyst to join our team at Canadia Bank. The candidate will be responsible for contributing to our banking & finance operations in Sihanoukville. Required skills include: excel, risk management, credit analysis. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Hr Assistant,Peoplelink,Phnom Penh,Freelance,Human Resources,272.2,2892.2,1582.1999999999998,2620.0,USD,0,master,khmer; recruitment; payroll; english; communication,"We are looking for a talented HR Assistant to join our team at PeopleLink. The candidate will be responsible for contributing to our human resources operations in Phnom Penh. Required skills include: khmer, recruitment, payroll. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Client Relations Manager,Smart Axiata,Remote,Internship,Customer Service,190.0,950.0,570.0,760.0,USD,0,master,ms office; crm; english; empathy,"We are looking for a talented Client Relations Manager to join our team at Smart Axiata. The candidate will be responsible for contributing to our customer service operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: ms office, crm, english. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Data Analyst,Smart Axiata,Siem Reap,Full-time,Technology & It,769.0,5425.0,3097.0,4656.0,USD,2,bachelor,api development; git; java,"We are looking for a talented Data Analyst to join our team at Smart Axiata. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: api development, git, java. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Ui/Ux Designer,Sabay Digital,Takeo,Full-time,Technology & It,,,,,,0,bachelor,docker; node.js; git; php; python; sql; api development; mysql,"We are looking for a talented UI/UX Designer to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Takeo. Required skills include: docker, node.js, git. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Delivery Staff,Topaz Restaurant,Phnom Penh,Full-time,Food & Beverage,173.0,988.0,580.5,815.0,USD,5,none,pos; kitchen management; food safety; english; physical fitness; teamwork; hygiene,"We are looking for a talented Delivery Staff to join our team at Topaz Restaurant. The candidate will be responsible for contributing to our food & beverage operations in Phnom Penh. Required skills include: pos, kitchen management, food safety. Minimum 5 year(s) of relevant experience required. Education: None degree or equivalent preferred."
Khmer24,Interior Designer,Realestate.Com.Kh,Siem Reap,Full-time,Real Estate,292.0,4675.0,2483.5,4383.0,USD,5,bachelor,negotiation; khmer; communication; ms office; networking; market research,"We are looking for a talented Interior Designer to join our team at Realestate.com.kh. The candidate will be responsible for contributing to our real estate operations in Siem Reap. Required skills include: negotiation, khmer, communication. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Janitor,Cleanpro Cambodia,Phnom Penh,Full-time,Cleaning & Maintenance,,,,,,0,high school,khmer; time management,"We are looking for a talented Janitor to join our team at CleanPro Cambodia. The candidate will be responsible for contributing to our cleaning & maintenance operations in Phnom Penh. Required skills include: khmer, time management. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Cashier,Shop.Com.Kh,Ratanakiri,Full-time,Retail & Sales,,,,,,5,bachelor,pos system; customer service; negotiation; product knowledge; target driven; khmer; sales,"We are looking for a talented Cashier to join our team at Shop.com.kh. The candidate will be responsible for contributing to our retail & sales operations in Ratanakiri. Required skills include: pos system, customer service, negotiation. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,System Administrator,Sabay Digital,Kandal,Full-time,Technology & It,757.0,7606.0,4181.5,6849.0,USD,6,bachelor,javascript; react; mysql; python; java,"We are looking for a talented System Administrator to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Kandal. Required skills include: javascript, react, mysql. Minimum 6 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Database Administrator,Sabay Digital,Phnom Penh,Internship,Technology & It,595.0,6629.0,3612.0,6034.0,USD,0,bachelor,react; mysql; javascript,"We are looking for a talented Database Administrator to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: react, mysql, javascript. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Lab Technician,Mcc Medical,Phnom Penh,Full-time,Healthcare,315.85,6764.88,3540.365,6449.03,USD,3,bachelor,infection control; empathy; communication; emr systems; medical terminology; english; khmer; first aid,"We are looking for a talented Lab Technician to join our team at MCC Medical. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: infection control, empathy, communication. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Midwife,Sunrise Japan Hospital,Phnom Penh,Full-time,Healthcare,344.0,7600.0,3972.0,7256.0,USD,3,bachelor,patient care; first aid; infection control,"We are looking for a talented Midwife to join our team at Sunrise Japan Hospital. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: patient care, first aid, infection control. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Treasury Analyst,Amk Microfinance,Kratié,Full-time,Banking & Finance,338.0,4438.0,2388.0,4100.0,USD,1,bachelor,credit analysis; sql,"We are looking for a talented Treasury Analyst to join our team at AMK Microfinance. The candidate will be responsible for contributing to our banking & finance operations in Kratié. Required skills include: credit analysis, sql. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Supply Chain Analyst,Crown Relocations,Phnom Penh,Contract,Logistics & Transport,265.0,2581.0,1423.0,2316.0,USD,2,bachelor,inventory; khmer; english; supply chain; warehouse management; customs clearance; logistics; excel,"We are looking for a talented Supply Chain Analyst to join our team at Crown Relocations. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: inventory, khmer, english. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Pharmacist,Sunrise Japan Hospital,Phnom Penh,Contract,Healthcare,401.0,6645.0,3523.0,6244.0,USD,3,master,english; emr systems; patient care,"We are looking for a talented Pharmacist to join our team at Sunrise Japan Hospital. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: english, emr systems, patient care. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Warehouse Keeper,New Ambitions,Kampot,Contract,Manufacturing,,,,,,4,high school,quality control; lean manufacturing; physical fitness; report writing; teamwork; inventory,"We are looking for a talented Warehouse Keeper to join our team at New Ambitions. The candidate will be responsible for contributing to our manufacturing operations in Kampot. Required skills include: quality control, 5s, lean manufacturing. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Construction Laborer,Prince Real Estate,Sihanoukville,Contract,Construction & Engineering,,,,,,3,bachelor,structural analysis; autocad; negotiation; ms project,"We are looking for a talented Construction Laborer to join our team at Prince Real Estate. The candidate will be responsible for contributing to our construction & engineering operations in Sihanoukville. Required skills include: structural analysis, autocad, negotiation. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,It Support Officer,Mango Tango,Kampong Cham,Full-time,Technology & It,594.0,4879.0,2736.5,4285.0,USD,0,bachelor,react; api development; aws; sql; linux; javascript,"We are looking for a talented IT Support Officer to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Kampong Cham. Required skills include: react, api development, aws. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Bookkeeper,Ey Cambodia,Mondulkiri,Internship,Accounting & Audit,232.0,3968.0,2100.0,3736.0,USD,0,bachelor,english; sage; erp; khmer,"We are looking for a talented Bookkeeper to join our team at EY Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Mondulkiri. This is an internship opportunity suitable for fresh graduates. Required skills include: english, sage, erp. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Field Worker,Mekong Agriculture,Phnom Penh,Full-time,Agriculture & Farming,,,,,,6,high school,agribusiness; gis,"We are looking for a talented Field Worker to join our team at Mekong Agriculture. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: agribusiness, gis. Minimum 6 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
CamHR,Waiter/Waitress,The Hive,Remote,Contract,Food & Beverage,169.0,1223.0,696.0,1054.0,USD,0,bachelor,english; customer service; hygiene,"We are looking for a talented Waiter/Waitress to join our team at The Hive. The candidate will be responsible for contributing to our food & beverage operations in Remote. Required skills include: english, customer service, hygiene. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Housekeeping Supervisor,Rosewood Phnom Penh,Remote,Full-time,Hospitality & Tourism,330.0,3382.0,1856.0,3052.0,USD,2,high school,chinese; hotel management; communication; english; event management; customer service; khmer; f&b service,"We are looking for a talented Housekeeping Supervisor to join our team at Rosewood Phnom Penh. The candidate will be responsible for contributing to our hospitality & tourism operations in Remote. Required skills include: chinese, hotel management, communication. Minimum 2 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Agribusiness Manager,Idpoor,Battambang,Full-time,Agriculture & Farming,316.0,2258.0,1287.0,1942.0,USD,4,PhD,report writing; teamwork; khmer,"We are looking for a talented Agribusiness Manager to join our team at IDPoor. The candidate will be responsible for contributing to our agriculture & farming operations in Battambang. Required skills include: report writing, teamwork, khmer. Minimum 4 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
KhmerOnline,Project Manager,Chip Mong Group,Takeo,Full-time,Construction & Engineering,408.0,4933.0,2670.5,4525.0,USD,2,bachelor,autocad; project management; structural analysis; safety management; english; concrete design; surveying; ms project,"We are looking for a talented Project Manager to join our team at Chip Mong Group. The candidate will be responsible for contributing to our construction & engineering operations in Takeo. Required skills include: autocad, project management, structural analysis. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Pharmacist,Tropical & Travellers,Battambang,Full-time,Healthcare,366.0,6614.0,3490.0,6248.0,USD,0,master,khmer; communication; emr systems; infection control,"We are looking for a talented Pharmacist to join our team at Tropical & Travellers. The candidate will be responsible for contributing to our healthcare operations in Battambang. Required skills include: khmer, communication, emr systems. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Fabric Cutter,Pacific Textiles,Siem Reap,Contract,Garment & Textile,134.0,539.0,336.5,405.0,USD,0,high school,physical fitness; attention to detail; quality inspection; khmer; machine operation; pattern making; production planning; teamwork,"We are looking for a talented Fabric Cutter to join our team at Pacific Textiles. The candidate will be responsible for contributing to our garment & textile operations in Siem Reap. Required skills include: physical fitness, attention to detail, quality inspection. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Khmer Teacher,Camed Business School,Kampong Cham,Contract,Education & Training,,,,,,1,high school,lesson planning; khmer; english; e-learning; ms office; reporting; curriculum design,"We are looking for a talented Khmer Teacher to join our team at CamEd Business School. The candidate will be responsible for contributing to our education & training operations in Kampong Cham. Required skills include: lesson planning, khmer, english. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Fleet Manager,Crown Relocations,Phnom Penh,Freelance,Logistics & Transport,246.34,2322.93,1284.635,2076.59,USD,4,bachelor,erp; customs clearance; warehouse management; supply chain; logistics,"We are looking for a talented Fleet Manager to join our team at Crown Relocations. The candidate will be responsible for contributing to our logistics & transport operations in Phnom Penh. Required skills include: erp, customs clearance, warehouse management. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Pesticide Sprayer,Agrostar,Phnom Penh,Full-time,Agriculture & Farming,,,,,,5,high school,report writing; irrigation; crop management; gis; physical fitness; khmer,"We are looking for a talented Pesticide Sprayer to join our team at Agrostar. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: report writing, irrigation, crop management. Minimum 5 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Foreman,Lyp Group,Kampong Cham,Contract,Construction & Engineering,286.0,4403.0,2344.5,4117.0,USD,2,none,negotiation; english; surveying; ms project; autocad; project management; concrete design,"We are looking for a talented Foreman to join our team at LYP Group. The candidate will be responsible for contributing to our construction & engineering operations in Kampong Cham. Required skills include: negotiation, english, surveying. Minimum 2 year(s) of relevant experience required. Education: None degree or equivalent preferred."
BongThom,Pastry Chef,Java Café,Phnom Penh,Full-time,Food & Beverage,,,,,,1,high school,teamwork; food safety; hygiene; english; customer service; kitchen management; physical fitness,"We are looking for a talented Pastry Chef to join our team at Java Café. The candidate will be responsible for contributing to our food & beverage operations in Phnom Penh. Required skills include: teamwork, food safety, hygiene. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Math Tutor,Ifl University,Siem Reap,Freelance,Education & Training,312.68,3129.27,1720.975,2816.59,USD,0,bachelor,khmer; patience; lesson planning; classroom management; curriculum design,"We are looking for a talented Math Tutor to join our team at IFL University. The candidate will be responsible for contributing to our education & training operations in Siem Reap. Required skills include: khmer, patience, lesson planning. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Bookkeeper,Rsm Cambodia,Preah Vihear,Full-time,Accounting & Audit,320.0,5207.0,2763.5,4887.0,USD,5,bachelor,tax law; excel; quickbooks; sage; financial reporting; erp,"We are looking for a talented Bookkeeper to join our team at RSM Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Preah Vihear. Required skills include: tax law, excel, quickbooks. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Real Estate Analyst,Knight Frank Cambodia,Phnom Penh,Full-time,Real Estate,338.0,2727.0,1532.5,2389.0,USD,0,bachelor,real estate law; negotiation; khmer; ms office; customer service; communication; networking; market research,"We are looking for a talented Real Estate Analyst to join our team at Knight Frank Cambodia. The candidate will be responsible for contributing to our real estate operations in Phnom Penh. Required skills include: real estate law, negotiation, khmer. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Training Facilitator,Ifl University,Phnom Penh,Full-time,Education & Training,357.0,2922.0,1639.5,2565.0,USD,3,bachelor,ms office; lesson planning; khmer; patience; english,"We are looking for a talented Training Facilitator to join our team at IFL University. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. Required skills include: ms office, lesson planning, khmer. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Accountant,Kpmg Cambodia,Siem Reap,Freelance,Accounting & Audit,,,,,,2,PhD,attention to detail; sage,"We are looking for a talented Accountant to join our team at KPMG Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Siem Reap. Required skills include: attention to detail, sage. Minimum 2 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
KhmerOnline,Backend Developer,Nssf Cambodia,Phnom Penh,Freelance,Technology & It,749.0,9670.0,5209.5,8921.0,USD,3,bachelor,python; linux; react; flutter; mysql; java; git; mongodb,"We are looking for a talented Backend Developer to join our team at NSSF Cambodia. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: python, linux, react. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Sales Representative,Chip Mong Retail,Siem Reap,Full-time,Retail & Sales,,,,,,3,master,negotiation; sales; communication; english; customer service,"We are looking for a talented Sales Representative to join our team at Chip Mong Retail. The candidate will be responsible for contributing to our retail & sales operations in Siem Reap. Required skills include: negotiation, sales, communication. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Tour Guide,Belmond La Résidence,Phnom Penh,Internship,Hospitality & Tourism,288.0,2348.0,1318.0,2060.0,USD,0,high school,teamwork; f&b service; khmer; opera pms,"We are looking for a talented Tour Guide to join our team at Belmond La Résidence. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: teamwork, f&b service, khmer. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Foreman,Urbanland,Remote,Full-time,Construction & Engineering,,,,,,4,none,negotiation; autocad; civil 3d; surveying; safety management,"We are looking for a talented Foreman to join our team at Urbanland. The candidate will be responsible for contributing to our construction & engineering operations in Remote. Required skills include: negotiation, autocad, civil 3d. Minimum 4 year(s) of relevant experience required. Education: None degree or equivalent preferred."
KhmerOnline,Medical Doctor,Sunrise Japan Hospital,Battambang,Full-time,Healthcare,539.0,5047.0,2793.0,4508.0,USD,4,bachelor,first aid; khmer; clinical assessment,"We are looking for a talented Medical Doctor to join our team at Sunrise Japan Hospital. The candidate will be responsible for contributing to our healthcare operations in Battambang. Required skills include: first aid, khmer, clinical assessment. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Database Administrator,Mango Tango,Phnom Penh,Full-time,Technology & It,604.0,5636.0,3120.0,5032.0,USD,2,bachelor,python; node.js; docker; mysql; sql; flutter; java,"We are looking for a talented Database Administrator to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: python, node.js, docker. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Qa Engineer,Morakot Technology,Siem Reap,Full-time,Technology & It,633.0,6646.0,3639.5,6013.0,USD,1,bachelor,docker; api development,"We are looking for a talented QA Engineer to join our team at Morakot Technology. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: docker, api development. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Fire Safety Officer,Dragon Security,Kandal,Full-time,Security & Safety,134.0,409.0,271.5,275.0,USD,2,none,communication; khmer; cctv; physical fitness; vigilance; teamwork; first aid; report writing,"We are looking for a talented Fire Safety Officer to join our team at Dragon Security. The candidate will be responsible for contributing to our security & safety operations in Kandal. Required skills include: communication, khmer, cctv. Minimum 2 year(s) of relevant experience required. Education: None degree or equivalent preferred."
CamHR,Civil Engineer,Worldbridge Group,Battambang,Full-time,Construction & Engineering,658.54,7149.27,3903.905,6490.7300000000005,USD,5,bachelor,safety management; concrete design; project management; structural analysis,"We are looking for a talented Civil Engineer to join our team at WorldBridge Group. The candidate will be responsible for contributing to our construction & engineering operations in Battambang. Required skills include: safety management, concrete design, project management. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Civil Engineer,Lyp Group,Sihanoukville,Internship,Construction & Engineering,,,,,,0,high school,negotiation; civil 3d; concrete design; surveying; safety management,"We are looking for a talented Civil Engineer to join our team at LYP Group. The candidate will be responsible for contributing to our construction & engineering operations in Sihanoukville. This is an internship opportunity suitable for fresh graduates. Required skills include: negotiation, civil 3d, concrete design. No experience required — training provided. Education: High School degree or equivalent preferred."
KhmerOnline,Ui/Ux Designer,Nssf Cambodia,Remote,Freelance,Technology & It,,,,,,7,high school,php; python; linux,"We are looking for a talented UI/UX Designer to join our team at NSSF Cambodia. The candidate will be responsible for contributing to our technology & it operations in Remote. Required skills include: php, python, linux. Minimum 7 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Training Facilitator,Pannasastra University,Battambang,Freelance,Education & Training,379.0,3295.0,1837.0,2916.0,USD,4,high school,ms office; communication; reporting,"We are looking for a talented Training Facilitator to join our team at Pannasastra University. The candidate will be responsible for contributing to our education & training operations in Battambang. Required skills include: ms office, communication, reporting. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Customs Clearance Officer,Kerry Logistics,Remote,Part-time,Logistics & Transport,292.68,1833.17,1062.925,1540.49,USD,3,bachelor,supply chain; english; inventory,"We are looking for a talented Customs Clearance Officer to join our team at Kerry Logistics. The candidate will be responsible for contributing to our logistics & transport operations in Remote. Required skills include: supply chain, english, inventory. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Tour Guide,Shinta Mani,Takeo,Full-time,Hospitality & Tourism,298.0,3554.0,1926.0,3256.0,USD,3,none,event management; chinese; communication; teamwork; customer service; english,"We are looking for a talented Tour Guide to join our team at Shinta Mani. The candidate will be responsible for contributing to our hospitality & tourism operations in Takeo. Required skills include: event management, chinese, communication. Minimum 3 year(s) of relevant experience required. Education: None degree or equivalent preferred."
BongThom,Digital Marketing Specialist,Cambodianess,Battambang,Contract,Media & Marketing,254.0,3301.0,1777.5,3047.0,USD,2,bachelor,video editing; google ads; seo; photoshop,"We are looking for a talented Digital Marketing Specialist to join our team at Cambodianess. The candidate will be responsible for contributing to our media & marketing operations in Battambang. Required skills include: video editing, google ads, seo. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Warehouse Keeper,Successmore,Phnom Penh,Full-time,Manufacturing,220.0,764.0,492.0,544.0,USD,3,high school,teamwork; machine operation; report writing; quality control; physical fitness; safety,"We are looking for a talented Warehouse Keeper to join our team at Successmore. The candidate will be responsible for contributing to our manufacturing operations in Phnom Penh. Required skills include: teamwork, machine operation, 5s. Minimum 3 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Compliance Officer,Sathapana Bank,Kandal,Internship,Banking & Finance,,,,,,0,bachelor,english; bloomberg; customer service; khmer; excel; loan processing,"We are looking for a talented Compliance Officer to join our team at Sathapana Bank. The candidate will be responsible for contributing to our banking & finance operations in Kandal. This is an internship opportunity suitable for fresh graduates. Required skills include: english, bloomberg, customer service. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Interior Designer,Cbre Cambodia,Phnom Penh,Full-time,Real Estate,273.0,4449.0,2361.0,4176.0,USD,2,bachelor,ms office; negotiation; valuation; real estate law; customer service; english; market research,"We are looking for a talented Interior Designer to join our team at CBRE Cambodia. The candidate will be responsible for contributing to our real estate operations in Phnom Penh. Required skills include: ms office, negotiation, valuation. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Construction Laborer,Urbanland,Kampong Cham,Full-time,Construction & Engineering,450.0,6830.0,3640.0,6380.0,USD,1,PhD,project management; ms project; civil 3d; english; autocad; negotiation; safety management,"We are looking for a talented Construction Laborer to join our team at Urbanland. The candidate will be responsible for contributing to our construction & engineering operations in Kampong Cham. Required skills include: project management, ms project, civil 3d. Minimum 1 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
BongThom,Property Developer,Ips Cambodia,Kandal,Full-time,Real Estate,405.85,5571.46,2988.655,5165.61,USD,4,bachelor,networking; ms office; negotiation; khmer; english; market research; customer service,"We are looking for a talented Property Developer to join our team at IPS Cambodia. The candidate will be responsible for contributing to our real estate operations in Kandal. Required skills include: networking, ms office, negotiation. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,English Teacher,Camed Business School,Phnom Penh,Internship,Education & Training,,,,,,0,master,english; classroom management,"We are looking for a talented English Teacher to join our team at CamEd Business School. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: english, classroom management. No experience required — training provided. Education: Master degree or equivalent preferred."
BongThom,Store Manager,Aeon Mall,Preah Vihear,Full-time,Retail & Sales,116.0,1389.0,752.5,1273.0,USD,1,none,target driven; khmer; pos system; product knowledge; sales; english,"We are looking for a talented Store Manager to join our team at AEON Mall. The candidate will be responsible for contributing to our retail & sales operations in Preah Vihear. Required skills include: target driven, khmer, pos system. Minimum 1 year(s) of relevant experience required. Education: None degree or equivalent preferred."
CamHR,Accountant,Kpmg Cambodia,Sihanoukville,Full-time,Accounting & Audit,394.0,6039.0,3216.5,5645.0,USD,5,high school,tax law; excel; quickbooks; attention to detail,"We are looking for a talented Accountant to join our team at KPMG Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Sihanoukville. Required skills include: tax law, excel, quickbooks. Minimum 5 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Export Coordinator,Everest Textile,Kandal,Contract,Garment & Textile,124.15,539.27,331.71,415.12,USD,0,none,physical fitness; khmer; quality inspection; attention to detail; machine operation; production planning; pattern making,"We are looking for a talented Export Coordinator to join our team at Everest Textile. The candidate will be responsible for contributing to our garment & textile operations in Kandal. Required skills include: physical fitness, khmer, quality inspection. No experience required — training provided. Education: None degree or equivalent preferred."
CamHR,Loss Prevention Officer,Gold Shield Security,Phnom Penh,Full-time,Security & Safety,130.0,325.0,227.5,195.0,USD,0,high school,integrity; report writing; security training; khmer,"We are looking for a talented Loss Prevention Officer to join our team at Gold Shield Security. The candidate will be responsible for contributing to our security & safety operations in Phnom Penh. Required skills include: integrity, report writing, security training. No experience required — training provided. Education: High School degree or equivalent preferred."
